instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
4968961,19410,ROSSARI,ROSSARI BIOTECH,,,,0.05,1,EQ,NSE,NSE
5013761,19585,BSE,BSE,,,,0.1,1,EQ,NSE,NSE
5016833,19597,IRMENERGY,IRM ENERGY,,,,0.05,1,EQ,NSE,NSE
5025537,19631,PRICOLLTD,PRICOL,,,,0.05,1,EQ,NSE,NSE
5029377,19646,MAXESTATES,MAX ESTATES,,,,0.05,1,EQ,NSE,NSE
5039617,19686,BLUEJET,BLUE JET HEALTHCARE,,,,0.05,1,EQ,NSE,NSE
5041921,19695,JITFINFRA-BE,JITF INFRALOGISTICS,,,,0.05,1,EQ,NSE,NSE
5067521,19795,CELLO,CELLO WORLD,,,,0.05,1,EQ,NSE,NSE
5069825,19804,WELINV-BE,WELSPUN INV & COMM,,,,0.05,1,EQ,NSE,NSE
5072129,19813,HONASA,HONASA CONSUMER - MAMAEARTH,,,,0.05,1,EQ,NSE,NSE
5088257,19876,LGHL,LAXMI GOLDORNA HOUSE,,,,0.05,1,EQ,NSE,NSE
5097729,19913,DMART,AVENUE SUPERMARTS,,,,0.1,1,EQ,NSE,NSE
5102337,19931,ORISSAMINE,ORISSA MIN DEV CO,,,,0.5,1,EQ,NSE,NSE
5102849,19933,EGOLD,EDELAMC - EGOLD,,,,0.05,1,EQ,NSE,NSE
5104897,19941,KILITCH-BE,KILITCH DRUGS INDIA,,,,0.05,1,EQ,NSE,NSE
5105409,19943,DEEPAKNTR,DEEPAK NITRITE,,,,0.1,1,EQ,NSE,NSE
5136129,20063,SASTASUNDR,SASTASUNDAR VENTURES,,,,0.05,1,EQ,NSE,NSE
5143553,20092,TASTYBITE,TASTY BITE EATABLES,,,,1,1,EQ,NSE,NSE
5154305,20134,RAMKY,RAMKY INFRA,,,,0.05,1,EQ,NSE,NSE
5158913,20152,ASKAUTOLTD,ASK AUTOMOTIVE,,,,0.05,1,EQ,NSE,NSE
5160705,20159,ARIHANTSUP,ARIHANT SUPERSTRUCT,,,,0.05,1,EQ,NSE,NSE
5168129,20188,WABAG,VA TECH WABAG,,,,0.1,1,EQ,NSE,NSE
5177345,20224,JWL,JUPITER WAGONS,,,,0.05,1,EQ,NSE,NSE
5181953,20242,OBEROIRLTY,OBEROI REALTY,,,,0.1,1,EQ,NSE,NSE
5195009,20293,TATATECH,TATA TECHNOLOGIES,,,,0.05,1,EQ,NSE,NSE
5197313,20302,PRESTIGE,PRESTIGE ESTATE,,,,0.1,1,EQ,NSE,NSE
5201409,20318,NRAIL-BE,N R AGARWAL INDS,,,,0.05,1,EQ,NSE,NSE
5202177,20321,SHANKARA,SHANKARA BLDG PRODUCT,,,,0.05,1,EQ,NSE,NSE
5215233,20372,FLAIR,FLAIR WRITING INDUST,,,,0.05,1,EQ,NSE,NSE
5215745,20374,COALINDIA,COAL INDIA,,,,0.05,1,EQ,NSE,NSE
5256705,20534,GRAVITA,GRAVITA INDIA,,,,0.1,1,EQ,NSE,NSE
5260033,20547,BBNPPGOLD,BARODABNP - BBNPPGOLD,,,,0.05,1,EQ,NSE,NSE
5261057,20551,DOMS,DOMS INDUSTRIES,,,,0.1,1,EQ,NSE,NSE
5262337,20556,INDIASHLTR,INDIA SHELTER FIN CORP L,,,,0.05,1,EQ,NSE,NSE
5263361,20560,DOLLAR,DOLLAR INDUSTRIES,,,,0.05,1,EQ,NSE,NSE
5275393,20607,INOXINDIA,INOX INDIA,,,,0.1,1,EQ,NSE,NSE
5330433,20822,SURAJEST,SURAJ ESTATE DEVELOPERS L,,,,0.05,1,EQ,NSE,NSE
5332481,20830,MOIL,MOIL,,,,0.05,1,EQ,NSE,NSE
5338625,20854,HAPPYFORGE,HAPPY FORGINGS,,,,0.05,1,EQ,NSE,NSE
5344513,20877,PSPPROJECT,PSP PROJECTS,,,,0.05,1,EQ,NSE,NSE
5351681,20905,AZAD,AZAD ENGINEERING,,,,0.1,1,EQ,NSE,NSE
5359617,20936,KIRLOSENG,KIRLOSKAR OIL ENG,,,,0.05,1,EQ,NSE,NSE
5364737,20956,SUNCLAY,SUNDARAM CLAYTON,,,,0.1,1,EQ,NSE,NSE
5391873,21062,INNOVACAP,INNOVA CAPTAB,,,,0.05,1,EQ,NSE,NSE
5404929,21113,BFINVEST,BF INVESTMENT,,,,0.05,1,EQ,NSE,NSE
5406465,21119,KICL,KALYANI INVEST CO,,,,0.5,1,EQ,NSE,NSE
5409537,21131,TEJASNET,TEJAS NETWORKS,,,,0.05,1,EQ,NSE,NSE
5415425,21154,ERIS,ERIS LIFESCIENCES,,,,0.1,1,EQ,NSE,NSE
5420545,21174,CDSL,CENTRAL DEPO SER (I),,,,0.1,1,EQ,NSE,NSE
5436929,21238,AUBANK,AU SMALL FINANCE BANK,,,,0.05,1,EQ,NSE,NSE
5446401,21275,SUMMITSEC,SUMMIT SECURITIES,,,,0.1,1,EQ,NSE,NSE
5456385,21314,DYNPRO,DYNEMIC PRODUCTS,,,,0.05,1,EQ,NSE,NSE
5461505,21334,JYOTICNC,JYOTI CNC AUTOMATION,,,,0.1,1,EQ,NSE,NSE
5476353,21392,MAGADSUGAR,MAGADH SUGAR & ENERGY,,,,0.05,1,EQ,NSE,NSE
5479937,21406,AVADHSUGAR,AVADH SUG & ENERGY,,,,0.05,1,EQ,NSE,NSE
5496065,21469,OPTIEMUS,OPTIEMUS INFRACOM,,,,0.05,1,EQ,NSE,NSE
5499905,21484,STEL,STEL HOLDINGS,,,,0.05,1,EQ,NSE,NSE
5504257,21501,SIS,SIS,,,,0.05,1,EQ,NSE,NSE
5506049,21508,COCHINSHIP,COCHIN SHIPYARD,,,,0.1,1,EQ,NSE,NSE
5517057,21551,SMSLIFE,SMS LIFESCIENCES (I),,,,0.1,1,EQ,NSE,NSE
5552641,21690,DIXON,DIXON TECHNO (INDIA),,,,1,1,EQ,NSE,NSE
5556481,21705,MEDIASSIST,MEDI ASSIST HEALTH SER L,,,,0.05,1,EQ,NSE,NSE
5557249,21708,DCAL-BE,DISHMAN CARBO AMCIS,,,,0.05,1,EQ,NSE,NSE
5561857,21726,MATRIMONY,MATRIMONY.COM,,,,0.05,1,EQ,NSE,NSE
5565441,21740,CHOLAHLDNG,CHOLAMANDALAM FIN HOL,,,,0.1,1,EQ,NSE,NSE
5567745,21749,CAPACITE,CAPACITE INFRAPROJECT,,,,0.05,1,EQ,NSE,NSE
5573121,21770,ICICIGI,ICICI LOMBARD GIC,,,,0.1,1,EQ,NSE,NSE
5582849,21808,SBILIFE,SBI LIFE INSURANCE CO,,,,0.1,1,EQ,NSE,NSE
5591041,21840,DIAMONDYD,PRATAAP SNACKS,,,,0.1,1,EQ,NSE,NSE
5691649,22233,DHUNINV,DHUNSERI INVESTMENTS,,,,0.1,1,EQ,NSE,NSE
5697281,22255,NDRAUTO,NDR AUTO COMPONENTS,,,,0.05,1,EQ,NSE,NSE
5721345,22349,MACPOWER-BE,MACPOWER CNC MACHINES,,,,0.05,1,EQ,NSE,NSE
5728513,22377,MAXHEALTH,MAX HEALTHCARE INS,,,,0.1,1,EQ,NSE,NSE
5750529,22463,EPACK,EPACK DURABLE,,,,0.05,1,EQ,NSE,NSE
5801729,22663,JSFB,JANA SMALL FIN BANK,,,,0.05,1,EQ,NSE,NSE
5803521,22670,RPTECH,RASHI PERIPHERALS,,,,0.05,1,EQ,NSE,NSE
5804801,22675,CAPITALSFB,CAPITAL SMALL FIN BANK L,,,,0.05,1,EQ,NSE,NSE
5815553,22717,ENTERO,ENTERO HEALTHCARE SOLU L,,,,0.1,1,EQ,NSE,NSE
5842945,22824,JUNIPER,JUNIPER HOTELS,,,,0.05,1,EQ,NSE,NSE
5870081,22930,PLATIND,PLATINUM INDUSTRIES,,,,0.05,1,EQ,NSE,NSE
5902337,23056,JGCHEM,J.G.CHEMICALS,,,,0.05,1,EQ,NSE,NSE
5904897,23066,GOPAL,GOPAL SNACKS,,,,0.05,1,EQ,NSE,NSE
5933569,23178,KRYSTAL-BE,KRYSTAL INTEGRATED SER L,,,,0.05,1,EQ,NSE,NSE
5981953,23367,SABTNL-BE,SRI ADHIKARI BRO TELE N L,,,,0.05,1,EQ,NSE,NSE
5990913,23402,SRM,SRM CONTRACTORS,,,,0.05,1,EQ,NSE,NSE
6013185,23489,BHARTIHEXA,BHARTI HEXACOM,,,,0.1,1,EQ,NSE,NSE
6029569,23553,AIIL,AUTHUM INVEST & INFRA,,,,0.1,1,EQ,NSE,NSE
6039041,23590,GLOSTERLTD,GLOSTER,,,,0.05,1,EQ,NSE,NSE
6044417,23611,BALUFORGE-BE,BALU FORGE INDUSTRIES,,,,0.05,1,EQ,NSE,NSE
6046977,23621,JNKINDIA,JNK INDIA,,,,0.05,1,EQ,NSE,NSE
6054401,23650,MUTHOOTFIN,MUTHOOT FINANCE,,,,0.1,1,EQ,NSE,NSE
6063873,23687,ANURAS-W1,ANUPAM RASAYAN INDIA,,,,0.05,1,EQ,NSE,NSE
6065409,23693,INDGN,INDEGENE,,,,0.05,1,EQ,NSE,NSE
6074625,23729,AADHARHFC,AADHAR HOUSING FINANCE L,,,,0.05,1,EQ,NSE,NSE
6077441,23740,TBOTEK,TBO TEK,,,,0.1,1,EQ,NSE,NSE
6092545,23799,GODIGIT,GO DIGIT GENERAL INS,,,,0.05,1,EQ,NSE,NSE
6109185,23864,AWFIS,AWFIS SPACE SOLUTIONS,,,,0.05,1,EQ,NSE,NSE
6183425,24154,DEEDEV,DEE DEVELOPMENT ENG,,,,0.05,1,EQ,NSE,NSE
6191105,24184,PIIND,PI INDUSTRIES,,,,0.1,1,EQ,NSE,NSE
6192641,24190,SYMPHONY,SYMPHONY,,,,0.1,1,EQ,NSE,NSE
6194177,24196,VADILALIND,VADILAL INDUSTRIES,,,,0.5,1,EQ,NSE,NSE
6201601,24225,RELAXO,RELAXO FOOT,,,,0.05,1,EQ,NSE,NSE
6201857,24226,STANLEY,STANLEY LIFESTYLES,,,,0.05,1,EQ,NSE,NSE
6218753,24292,VSTTILLERS,VST TILLERS TRACTORS,,,,0.1,1,EQ,NSE,NSE
6222849,24308,ABDL,ALLIED BLEND N DISTILS L,,,,0.05,1,EQ,NSE,NSE
6242817,24386,BANSALWIRE,BANSAL WIRE INDUSTRIES L,,,,0.05,1,EQ,NSE,NSE
6245889,24398,EMCURE,EMCURE PHARMACEUTICALS L,,,,0.1,1,EQ,NSE,NSE
6247169,24403,ASHIANA,ASHIANA HOUSING,,,,0.05,1,EQ,NSE,NSE
6248705,24409,DHANUKA,DHANUKA AGRITECH,,,,0.1,1,EQ,NSE,NSE
6257921,24445,AGIIL,AGI INFRA,,,,0.05,1,EQ,NSE,NSE
6281729,24538,MAITHANALL,MAITHAN ALLOYS,,,,0.1,1,EQ,NSE,NSE
6327041,24715,AKUMS,AKUMS DRUGS AND PHARMA L,,,,0.05,1,EQ,NSE,NSE
6332161,24735,RPEL,RAGHAV PRODUCTIVITY ENH L,,,,0.05,1,EQ,NSE,NSE
6352385,24814,FIRSTCRY,BRAINBEES SOLUTIONS,,,,0.05,1,EQ,NSE,NSE
6362625,24854,SUYOG-BE,SUYOG TELEMATICS,,,,0.05,1,EQ,NSE,NSE
6377217,24911,INTERARCH-BE,INTERARCH BLDNG SOLTN,,,,0.1,1,EQ,NSE,NSE
6390017,24961,ORIENTTECH,ORIENT TECHNOLOGIES,,,,0.05,1,EQ,NSE,NSE
6391297,24966,SURAJLTD,SURAJ,,,,0.05,1,EQ,NSE,NSE
6392065,24969,WINDMACHIN,WINDSOR MACHINES,,,,0.05,1,EQ,NSE,NSE
6412545,25049,PREMIERENE,PREMIER ENERGIES,,,,0.1,1,EQ,NSE,NSE
6415361,25060,ECOSMOBLTY,ECOS (INDIA) MOB & HOSP L,,,,0.05,1,EQ,NSE,NSE
6418689,25073,RAYMONDLSL,RAYMOND LIFESTYLE,,,,0.1,1,EQ,NSE,NSE
6423553,25092,ASAHISONG-BE,ASAHI SONGWON COLOR,,,,0.05,1,EQ,NSE,NSE
6429185,25114,STYLEBAAZA,BAAZAR STYLE RETAIL,,,,0.05,1,EQ,NSE,NSE
6434305,25134,GALAPREC,GALA PRECISION ENG,,,,0.05,1,EQ,NSE,NSE
6440705,25159,RVTH-BE,REVATHI EQUIPMENT INDIA L,,,,0.05,1,EQ,NSE,NSE
6441473,25162,EUREKAFORB,EUREKA FORBES,,,,0.05,1,EQ,NSE,NSE
6445569,25178,TDPOWERSYS,TD POWER SYSTEMS,,,,0.05,1,EQ,NSE,NSE
6456833,25222,SANOFICONR,SANOFI CONS HEALTHC IND L,,,,0.5,1,EQ,NSE,NSE
6479873,25312,PNGJL,P N GADGIL JEWELLERS,,,,0.05,1,EQ,NSE,NSE
6483969,25328,APLLTD,ALEMBIC PHARMA,,,,0.1,1,EQ,NSE,NSE
6491649,25358,PGEL,PG ELECTROPLAST,,,,0.05,1,EQ,NSE,NSE
6500353,25392,PANAMAPET,PANAMA PETROCHEM,,,,0.05,1,EQ,NSE,NSE
6546945,25574,SHAKTIPUMP,SHAKTI PUMPS (I),,,,0.05,1,EQ,NSE,NSE
6549505,25584,TRITURBINE,TRIVENI TURBINE,,,,0.05,1,EQ,NSE,NSE
6556673,25612,INDOTHAI-BE,INDO THAI SEC,,,,0.1,1,EQ,NSE,NSE
6563841,25640,LICMFGOLD,LIC MF - LIC GOLD ETF,,,,0.05,1,EQ,NSE,NSE
6564609,25643,KRN,KRN HEAT EXCHANGE N REF L,,,,0.05,1,EQ,NSE,NSE
6572033,25672,DIFFNKG,DIFFUSION ENGINEERS,,,,0.05,1,EQ,NSE,NSE
6576641,25690,DSSL,DYNACONS SYS & SOLN,,,,0.1,1,EQ,NSE,NSE
6583809,25718,POLYMED,POLY MEDICURE,,,,0.1,1,EQ,NSE,NSE
6599681,25780,APLAPOLLO,APL APOLLO TUBES,,,,0.1,1,EQ,NSE,NSE
6616065,25844,HYUNDAI,HYUNDAI MOTOR INDIA,,,,0.1,1,EQ,NSE,NSE
6618881,25855,AFFORDABLE,AFFORD ROBO & AUTO,,,,0.05,1,EQ,NSE,NSE
6629633,25897,MINDACORP,MINDA CORPORATION,,,,0.05,1,EQ,NSE,NSE
6632193,25907,WAAREEENER,WAAREE ENERGIES,,,,0.1,1,EQ,NSE,NSE
6641409,25943,GODAVARIB-BE,GODAVARI BIOREFINERIES L,,,,0.05,1,EQ,NSE,NSE
6650113,25977,AFCONS,AFCONS INFRASTRUCTURE,,,,0.05,1,EQ,NSE,NSE
6651905,25984,AVL,ADITYA VISION,,,,0.05,1,EQ,NSE,NSE
6927617,27061,ACMESOLAR,ACME SOLAR HOLDINGS,,,,0.05,1,EQ,NSE,NSE
6928897,27066,SWIGGY,SWIGGY,,,,0.05,1,EQ,NSE,NSE
6929153,27067,VSSL,VARDHMAN SPC STEEL,,,,0.05,1,EQ,NSE,NSE
6932225,27079,KPEL,K.P. ENERGY,,,,0.05,1,EQ,NSE,NSE
6933505,27084,KMEW,KNOWLEDGE MARINE & EN W L,,,,0.1,1,EQ,NSE,NSE
6936321,27095,SWANENERGY,SWAN ENERGY,,,,0.05,1,EQ,NSE,NSE
6948865,27144,BLACKBUCK,ZINKA LOGISTICS SOL,,,,0.05,1,EQ,NSE,NSE
6955777,27171,RACLGEAR,RACL GEARTECH,,,,0.05,1,EQ,NSE,NSE
6997505,27334,SURAKSHA,SURAKSHA DIAGNOSTIC,,,,0.05,1,EQ,NSE,NSE
7005441,27365,ROSSTECH-BE,ROSSELL TECHSYS,,,,0.05,1,EQ,NSE,NSE
7105025,27754,INNOVANA,INNOVANA THINKLABS,,,,0.05,1,EQ,NSE,NSE
7126785,27839,SAILIFE,SAI LIFE SCIENCES,,,,0.05,1,EQ,NSE,NSE
7179777,28046,MOBIKWIK,ONE MOBIKWIK SYSTEMS,,,,0.05,1,EQ,NSE,NSE
7200001,28125,IKS,INVENTURUS KNOWLEDGE SO L,,,,0.1,1,EQ,NSE,NSE
7264769,28378,IGIL,INTERNATIO GEMM INS (I) L,,,,0.05,1,EQ,NSE,NSE
7337473,28662,DAMCAPITAL,DAM CAPITAL ADVISORS,,,,0.05,1,EQ,NSE,NSE
7343873,28687,MAMATA,MAMATA MACHINERY,,,,0.05,1,EQ,NSE,NSE
7350785,28714,TRANSRAILL,TRANSRAIL LIGHTING,,,,0.05,1,EQ,NSE,NSE
7363585,28764,CEWATER,CONCORD ENVIRO SYSTEMS L,,,,0.05,1,EQ,NSE,NSE
7374081,28805,SANATHAN,SANATHAN TEXTILES,,,,0.05,1,EQ,NSE,NSE
7384833,28847,VENTIVE,VENTIVE HOSPITALITY,,,,0.05,1,EQ,NSE,NSE
7393025,28879,CARRARO,CARRARO INDIA,,,,0.05,1,EQ,NSE,NSE
7395329,28888,SENORES,SENORES PHARMACEUTICALS L,,,,0.05,1,EQ,NSE,NSE
7399169,28903,KITEX-BE,KITEX GARMENTS,,,,0.05,1,EQ,NSE,NSE
7399937,28906,MAYURUNIQ,MAYUR UNIQUOTERS,,,,0.05,1,EQ,NSE,NSE
7414273,28962,UNIMECH-BE,UNIMECH AEROSPACE N MFG L,,,,0.1,1,EQ,NSE,NSE
7426049,29008,TVSHLTD,TVS HOLDINGS,,,,1,1,EQ,NSE,NSE
7446273,29087,QUADFUTURE,QUADRANT FUTURE TEK,,,,0.05,1,EQ,NSE,NSE
7449089,29098,DDEVPLSTIK,DDEV PLASTIKS IND,,,,0.05,1,EQ,NSE,NSE
7452929,29113,CARERATING,CARE RATINGS,,,,0.1,1,EQ,NSE,NSE
7458561,29135,INDUSTOWER,INDUS TOWERS,,,,0.05,1,EQ,NSE,NSE
7467777,29171,LAXMIDENTL,LAXMI DENTAL,,,,0.05,1,EQ,NSE,NSE
7481345,29224,ONESOURCE,ONESOURCE SPECL PHARMA L,,,,0.1,1,EQ,NSE,NSE
7489537,29256,DENTA,DENTA WATER N INFRA SOL L,,,,0.05,1,EQ,NSE,NSE
7496705,29284,VMART,VMART RETAIL,,,,0.1,1,EQ,NSE,NSE
7539713,29452,AGARWALEYE,DR AGARWALS HEALTH CARE L,,,,0.05,1,EQ,NSE,NSE
7544833,29472,PROTEAN,PROTEAN EGOV TECHNO,,,,0.05,1,EQ,NSE,NSE
7548673,29487,NIBE,NIBE,,,,0.1,1,EQ,NSE,NSE
7575041,29590,JUBLCPL,JUBILANT AGRI N CON PRO L,,,,0.1,1,EQ,NSE,NSE
7577089,29598,REPCOHOME,REPCO HOME FINANCE,,,,0.05,1,EQ,NSE,NSE
7583745,29624,AJAXENGG,AJAX ENGINEERING,,,,0.05,1,EQ,NSE,NSE
7594497,29666,HEXT,HEXAWARE TECHNOLOGIES,,,,0.05,1,EQ,NSE,NSE
7599873,29687,UNIONGOLD,UNIONAMC - UNIONGOLD,,,,0.05,1,EQ,NSE,NSE
7606017,29711,QPOWER,QUALITY POWER ELEC EQUP L,,,,0.05,1,EQ,NSE,NSE
7611137,29731,GUJTHEM,GUJARAT THEMIS BIOSYN,,,,0.05,1,EQ,NSE,NSE
7670273,29962,JUSTDIAL,JUSTDIAL,,,,0.05,1,EQ,NSE,NSE
7685889,30023,ATULAUTO,ATUL AUTO,,,,0.05,1,EQ,NSE,NSE
7702785,30089,ORIENTCEM,ORIENT CEMENT,,,,0.05,1,EQ,NSE,NSE
7706881,30105,GOLD360,360ONEAMC - GOLD360,,,,0.05,1,EQ,NSE,NSE
7749377,30271,UPLPP1-E1,UPL RE. 1 PPD UP,,,,0.05,1,EQ,NSE,NSE
7796481,30455,SPECTRUM,SPECTRUM ELECTRIC IND,,,,0.1,1,EQ,NSE,NSE
7940353,31017,THOMASCOTT,THOMAS SCOTT (INDIA),,,,0.05,1,EQ,NSE,NSE
7977729,31163,RHIM,RHI MAGNESITA INDIA,,,,0.05,1,EQ,NSE,NSE
7982337,31181,MCX,MULTI COMMODITY EXCHANGE,,,,0.5,1,EQ,NSE,NSE
7996929,31238,SCHNEIDER-BE,SCHNEIDER ELECTRIC INFRA,,,,0.05,1,EQ,NSE,NSE
8065793,31507,JPOLYINVST,JIND POL INV & FIN CO,,,,0.05,1,EQ,NSE,NSE
193541121,756020,TINNARUBR,TINNA RUBBER AND INFR,,,,0.05,1,EQ,NSE,NSE
193545729,756038,WAAREERTL,WAAREE RENEWABLE TECH,,,,0.1,1,EQ,NSE,NSE
193618945,756324,NPST,NETWORK PEOPLE SRV TECH L,,,,0.1,1,EQ,NSE,NSE
193736705,756784,KRISHIVAL-BE,KRISHIVAL FOODS,,,,0.05,1,EQ,NSE,NSE
193739265,756794,ETHOS-RE-BE,ETHOS,,,,0.1,1,EQ,NSE,NSE
193741313,756802,OSWALPUMPS,OSWAL PUMPS,,,,0.05,1,EQ,NSE,NSE
193759489,756873,ENRIN-BE,SIEMENS ENERGY INDIA,,,,0.1,1,EQ,NSE,NSE
193776385,756939,SOLARAPP1-E1,SOLARA RS. 7 PPD UP,,,,0.05,1,EQ,NSE,NSE
193795585,757014,THELEELA,SCHLOSS BANGALORE,,,,0.05,1,EQ,NSE,NSE
193957121,757645,ATHERENERG,ATHER ENERGY,,,,0.05,1,EQ,NSE,NSE
